NUMERO DOSSIER;type_creance;numero_de_creance;Date_echeance;total_creance;Nature_crence;iddebiteur;type_creance
6897945;147139419;F-0324-1067111;04/03/2024;49;Mobile;870;5
13644408;146881197;F-0324-1040404;01/03/2024;148,99;Fixe;9127;3
13635437;146785220;F-0324-1031730;01/03/2024;49;Mobile;8874;4
12281745;121663014;F-0324-1523297;01/03/2024;103,03;Fixe;3999;1
13701844;148027933;F-0324-1549440;04/03/2024;247,99;Fixe;10871;2
13387271;142589763;F-0324-1535818;03/03/2024;116,65;Mobile;6470;2
12963866;144044972;F-0324-1523215;01/03/2024;49;Mobile;5192;5
13430180;143194905;F-0324-0310497;01/03/2024;199;Mobile;6733;3
13354580;142077810;F-0324-0265208;01/03/2024;148,99;Fixe;6299;4
13194287;139491736;F-0324-1548728;04/03/2024;886,37;Fixe;5754;1
12547760;127623684;F-0324-1534811;03/03/2024;111,75;Mobile;4398;2
11875120;148270448;F-0324-1516971;02/03/2024;49;Mobile;3441;2
11875120;148270448;F-0224-1407627;02/02/2024;149;Mobile;3441;5
12383996;123490535;F-0324-0410934;01/03/2024;240;Mobile;4164;3
13575118;145457317;F-0324-0346779;01/03/2024;49;Mobile;8175;4
12156026;119661847;F-0324-0375981;01/03/2024;240;Fixe;3848;1
13662582;147136126;F-0324-0976388;02/03/2024;148,99;Fixe;9677;2
13654610;146971369;F-0324-0975388;02/03/2024;49;Mobile;9424;2
13654500;146971178;F-0224-1134710;02/02/2024;49;Mobile;9417;5
13654500;146971178;F-0324-0955057;02/03/2024;49;Mobile;9417;3
13661896;147134709;F-0324-0980182;02/03/2024;49;Mobile;9666;4
13683064;147603333;F-0324-0906686;03/03/2024;148,99;Fixe;10314;1
13403392;142854963;F-0324-1358473;04/03/2024;249;Mobile;6533;2
13483481;143978448;F-0324-1359380;04/03/2024;249;Mobile;7095;2
13683310;147603812;F-0324-0932150;03/03/2024;148,99;Fixe;10319;5
13660322;147071251;F-0324-0967191;02/03/2024;49;Mobile;9596;3
13653367;146969186;F-0224-1147905;02/02/2024;49;Mobile;9382;4
13653367;146969186;F-0324-0972464;02/03/2024;49;Mobile;9382;1
13689891;147696197;F-0324-0919923;03/03/2024;49;Mobile;10545;2
13553375;145078879;F-0324-1445835;04/03/2024;148,99;Fixe;7920;2
13703381;148081355;F-0324-1356007;04/03/2024;49;Mobile;10905;5
13695477;147934907;F-0324-1368140;04/03/2024;49;Mobile;10701;3
13493177;149431829;F-0324-1495313;01/03/2024;249;Mobile;7205;4
13262133;146757550;F-0324-1391168;04/03/2024;49;Mobile;5937;1
11361667;106764514;F-0323-1221424;01/03/2023;139,3;Mobile;2887;2
11361667;135050316;F-0324-1491918;01/03/2024;186,75;Mobile;2887;2
13555391;145142979;F-0324-1461375;04/03/2024;148,99;Fixe;7940;5
13559452;145272050;F-0324-1445907;04/03/2024;148,99;Fixe;7979;3
13421124;143033633;F-0324-1492947;01/03/2024;199;Mobile;6662;4
13618943;146325876;F-0324-1446301;04/03/2024;148,99;Fixe;8648;1
13552366;145076630;F-0324-1373734;04/03/2024;49;Mobile;7909;2
13475782;143842102;F-0324-1379054;04/03/2024;199;Mobile;7045;2
13705788;148159534;F-0324-1357708;04/03/2024;49;Mobile;10960;5
13552662;145077185;F-0324-1388032;04/03/2024;199;Mobile;7912;3
13700964;148026204;F-0324-1455627;04/03/2024;148,99;Fixe;10845;4
6791534;144049997;F-0324-1417866;04/03/2024;49;Mobile;815;1
13615764;146120076;F-0324-0045994;03/03/2024;99;Mobile;8604;2
13537348;144778446;F-0224-0085930;03/02/2024;49;Mobile;7734;2
13537348;144778446;F-0324-0041880;03/03/2024;49;Mobile;7734;5
13607720;145924416;F-0324-0048090;03/03/2024;199;Mobile;8520;3
12546153;127620463;F-0324-0098181;03/03/2024;249;Fixe;4394;4
4504284;122037300;F-0324-1420331;04/03/2024;149;Mobile;278;1
3833788;141929204;F-0324-1432368;04/03/2024;49;Mobile;117;2
5911200;101512390;F-0224-0866733;04/02/2024;46;Mobile;622;2
5911200;101512390;F-0324-1437314;04/03/2024;49;Mobile;622;5
11956434;116922427;F-0324-0066401;03/03/2024;240;Mobile;3567;3
13452181;143502803;F-0224-0026578;03/02/2024;149;Mobile;6889;4
13452181;143502803;F-0324-0207911;03/03/2024;149;Mobile;6889;1
12871602;139422838;F-0324-0068905;03/03/2024;249;Fixe;4976;2
13471285;145070393;F-0324-1321750;04/03/2024;249;Mobile;7018;2
13610300;145929240;F-0324-1211093;03/03/2024;49;Mobile;8544;5
13693357;147850698;F-0324-1341962;04/03/2024;248,98;Fixe;10650;3
11584486;144146206;F-0324-1238728;01/03/2024;49;Mobile;3106;4
13660776;147132371;F-0324-1295762;02/03/2024;248,98;Fixe;9613;1
13638037;146790178;F-0324-1259044;01/03/2024;248,98;Fixe;8952;2
12987339;135522481;F-0324-0030709;03/03/2024;249;Fixe;5238;2
13354288;142077263;F-0324-1274843;01/03/2024;49;Mobile;6297;5
12495248;146759028;F-0324-1218247;03/03/2024;174;Mobile;4331;3
12091494;128296776;F-0324-1263702;01/03/2024;99;Mobile;3751;4
11559611;146767287;F-0324-1288101;02/03/2024;199;Mobile;3082;1
13602273;145899999;F-0324-0021723;03/03/2024;49;Mobile;8450;2
13224606;144052455;F-0324-0595767;02/03/2024;99;Mobile;5830;2
12145889;119495985;F-0324-0483891;01/03/2024;49;Mobile;3826;5
13649910;146962616;F-0324-1037923;01/03/2024;49;Mobile;9280;3
12485105;125742682;F-0324-0027414;03/03/2024;99;Mobile;4318;4
11068332;118965941;F-0324-0476253;01/03/2024;249;Fixe;2618;1
13577778;145519702;F-0324-0451172;01/03/2024;47;Mobile;8209;2
13570478;145439590;F-0324-0448461;01/03/2024;249;Mobile;8134;2
13491496;144081807;F-0324-0421835;01/03/2024;49;Mobile;7173;5
13585578;145696107;F-0324-0536375;02/03/2024;49;Mobile;8281;3
13650961;146964519;F-0324-1039336;01/03/2024;148,99;Fixe;9309;4
7524634;144064940;F-0324-1058800;04/03/2024;99;Mobile;953;1
13638888;146791677;F-0324-1020349;01/03/2024;49;Mobile;8983;2
12231700;133231315;F-0324-1543732;02/03/2024;261,75;Fixe;3935;2
12478647;138880979;F-0324-0498462;02/03/2024;148,99;Fixe;4309;5
12279318;121616721;F-0324-0486584;01/03/2024;249;Fixe;3996;3
12843172;133505120;F-0324-0605094;02/03/2024;49;Mobile;4910;4
7562098;146928018;F-0324-1064294;04/03/2024;148,99;Fixe;962;1
13640223;146845518;F-0324-1039874;01/03/2024;148,99;Fixe;9015;2
13638278;146790587;F-0224-1089077;01/02/2024;49;Mobile;8960;2
13638278;146790587;F-0324-1032837;01/03/2024;49;Mobile;8960;5
13645704;146883644;F-0324-1028252;01/03/2024;49;Mobile;9159;3
9694768;147133671;F-0324-1065142;04/03/2024;48;Mobile;1456;4
13433695;143201515;F-0324-1544458;02/03/2024;576,06;Fixe;6753;1
13688154;147693152;F-0324-1213003;03/03/2024;249;Fixe;10470;2
4194134;146783823;F-0324-1063892;04/03/2024;99;Mobile;223;2
13677908;147433756;F-0324-1217296;03/03/2024;249;Fixe;10135;5
13338182;141935011;F-0324-1251919;01/03/2024;149,25;Mobile;6202;3
13377889;142437067;F-0324-1534656;03/03/2024;515,8;Fixe;6430;4
13668451;147147767;F-0324-1294363;02/03/2024;199;Mobile;9856;1
13489593;144078481;F-0324-1246644;01/03/2024;49;Mobile;7155;2
13246112;140392929;F-0324-1226568;03/03/2024;349;Fixe;5887;2
13513371;144392271;F-0324-1280723;02/03/2024;49;Mobile;7451;5
13703047;148080697;F-0324-1345198;04/03/2024;49;Mobile;10900;3
12763612;144062844;F-0324-1258208;01/03/2024;99;Mobile;4731;4
13693953;147851816;F-0324-1335049;04/03/2024;49;Mobile;10665;1
13703903;148082391;F-0324-1311396;04/03/2024;249;Mobile;10918;2
12651378;147765724;F-0324-1243659;01/03/2024;49;Mobile;4549;2
13678836;147435379;F-0324-1207792;03/03/2024;249;Mobile;10165;5
11508126;108783383;F-0324-1299298;02/03/2024;49;Mobile;3033;3
13622979;146433631;F-0324-1336081;04/03/2024;248,98;Fixe;8692;4
12333645;122489311;F-0324-1243916;01/03/2024;49;Mobile;4079;1
11883337;136862856;F-0324-1224449;03/03/2024;48;Mobile;3455;2
13579324;145602655;F-0324-1267346;01/03/2024;248,98;Fixe;8224;2
13188049;142916801;F-0324-1226267;03/03/2024;249;Fixe;5739;5
13172657;146873980;F-0324-1217586;03/03/2024;248,98;Fixe;5702;3
13546218;144975291;F-0324-1317100;04/03/2024;149;Mobile;7837;4
12836003;133370041;F-0324-1271012;01/03/2024;49;Mobile;4894;1
13679998;147517691;F-0324-1234097;03/03/2024;248,98;Fixe;10201;2
12463481;129786085;F-0324-1253404;01/03/2024;49;Mobile;4285;2
13488048;144075886;F-0324-1246738;01/03/2024;99;Mobile;7131;5
13454730;143507612;F-0324-0025421;03/03/2024;49;Mobile;6908;3
12805699;132927428;F-0324-0006927;03/03/2024;249;Fixe;4838;4
10739973;98093746;F-0324-0594453;02/03/2024;240;Mobile;2361;1
11249276;140749809;F-0324-0432309;01/03/2024;99;Mobile;2794;2
13218300;145699483;F-0324-0600578;02/03/2024;49;Mobile;5814;2
11509363;132076346;F-0324-1298991;02/03/2024;49;Mobile;3035;5
11491185;140654075;F-0324-1243994;01/03/2024;49;Mobile;3017;3
12870723;134019719;F-0324-0013787;03/03/2024;149,01;Fixe;4973;4
12511821;126673111;F-0324-0441304;01/03/2024;249;Fixe;4353;1
13575515;145515768;F-0324-0445570;01/03/2024;49;Mobile;8180;2
13584775;145694571;F-0324-0600968;02/03/2024;99;Mobile;8274;2
12332376;144075494;F-0324-0469841;01/03/2024;49;Mobile;4075;5
10803874;98866217;F-0324-0601524;02/03/2024;49;Mobile;2406;3
13635446;146785231;F-0324-1035968;01/03/2024;49;Mobile;8875;4
13671732;147254093;F-0324-0902792;03/03/2024;49;Mobile;9948;1
13660332;147071270;F-0224-1125338;02/02/2024;49;Mobile;9598;2
13660332;147071270;F-0324-0963883;02/03/2024;49;Mobile;9598;2
13366394;142291174;F-0324-0540707;02/03/2024;148,99;Fixe;6370;5
12303992;121990964;F-0224-0675244;02/02/2024;49;Mobile;4044;3
12303992;121990964;F-0324-0608959;02/03/2024;49;Mobile;4044;4
13371546;142365518;F-0324-0538263;02/03/2024;249;Fixe;6403;1
13688455;147693691;F-0324-0931453;03/03/2024;99;Mobile;10485;2
13666530;147143528;F-0324-0987522;02/03/2024;148,99;Fixe;9793;2
13701614;148027416;F-0324-1456233;04/03/2024;148,99;Fixe;10863;5
13683645;147604291;F-0324-0942014;03/03/2024;49;Mobile;10329;3
9487946;139229352;F-0324-1467109;04/03/2024;148,99;Fixe;1301;4
13436600;143206727;F-0324-1496997;02/03/2024;199;Mobile;6780;1
5842752;147606704;F-0324-1406887;04/03/2024;49;Mobile;590;2
13031533;136042700;F-0324-1443193;02/03/2024;199;Fixe;5345;2
13558908;145270817;F-0324-1372771;04/03/2024;249;Mobile;7972;5
13255179;140469640;F-0324-1458386;04/03/2024;148,99;Fixe;5920;3
13407262;142924088;F-0324-1503737;04/03/2024;249;Mobile;6560;4
13058409;136606045;F-0324-1451763;04/03/2024;199;Fixe;5399;1
9325514;143039091;F-0324-1502319;04/03/2024;249;Mobile;1240;2
13705667;148159261;F-0324-1452350;04/03/2024;148,99;Fixe;10955;2
13026790;135953097;F-0324-1444085;01/03/2024;199;Fixe;5329;5
12940150;134949296;F-0324-1370789;04/03/2024;49;Mobile;5135;3
13691165;147766337;F-0324-1365524;04/03/2024;49;Mobile;10580;4
3875102;145433360;F-0324-1465680;04/03/2024;148,99;Fixe;130;1
13662595;147136114;F-0324-1309073;02/03/2024;49;Mobile;9679;2
13430385;143195324;F-0324-0422597;01/03/2024;148,99;Fixe;6735;2
13565800;145431010;F-0224-1050516;01/02/2024;49;Mobile;8068;5
13565800;145431010;F-0324-0461931;01/03/2024;49;Mobile;8068;3
13683714;147604452;F-0324-1211007;03/03/2024;261,75;Fixe;10333;4
4467692;117144517;F-0324-1413719;04/03/2024;199;Mobile;271;1
13502152;144241602;F-0324-1241051;01/03/2024;49;Mobile;7317;2
13220752;140045229;F-0324-0544386;02/03/2024;249;Fixe;5821;2
13506181;144308568;F-0324-0443890;01/03/2024;49;Mobile;7368;5
12832185;133239025;F-0324-0428562;01/03/2024;249;Mobile;4887;3
13488345;144076342;F-0324-0441628;01/03/2024;49;Mobile;7133;4
13653897;146970090;F-0224-1117658;02/02/2024;192,77;Mobile;9399;1
13653897;146970090;F-0324-1280736;02/03/2024;249;Mobile;9399;2
13695909;147935799;F-0324-1345161;04/03/2024;248,98;Fixe;10718;2
13519668;144494648;F-0224-0667657;02/02/2024;49;Mobile;7520;5
13519668;144494648;F-0324-1291932;02/03/2024;49;Mobile;7520;3
13622440;146432649;F-0324-1323069;04/03/2024;47;Mobile;8687;4
13301814;141223682;F-0324-0564617;02/03/2024;99;Mobile;6070;1
13286804;140894945;F-0324-0463485;01/03/2024;199;Mobile;6006;2
11592625;133619374;F-0623-0285017;01/06/2023;349;Fixe;3114;2
11592625;133619374;F-0523-0923269;01/05/2023;349;Fixe;3114;5
11592625;133619374;F-0823-1254380;01/08/2023;849;Fixe;3114;3
11592625;148248032;F-0324-1236491;01/03/2024;304;Mobile;3114;4
13027296;140654550;F-0324-1270119;01/03/2024;99;Mobile;5332;1
13027296;140654550;F-0224-1385664;01/02/2024;99;Mobile;5332;2
13161911;138835082;F-0823-1274462;02/08/2023;249;Mobile;5667;2
13161911;138835082;F-0923-0534493;02/09/2023;249;Mobile;5667;5
12841983;133502304;F-0324-1243827;01/03/2024;49;Mobile;4905;3
12911521;146970538;F-0224-1143320;02/02/2024;192,77;Mobile;5071;4
12911521;146970538;F-0324-1295460;02/03/2024;249;Mobile;5071;1
12995368;135604312;F-0324-1232559;03/03/2024;49;Mobile;5257;2
13681494;147520387;F-0324-1226704;03/03/2024;99;Mobile;10254;2
13338454;145343692;F-0324-1250013;01/03/2024;99;Mobile;6205;5
13679653;147517050;F-0324-1344225;04/03/2024;49;Mobile;10185;3
13691461;147766861;F-0324-1333859;04/03/2024;199;Mobile;10591;4
12653592;144512915;F-0324-1245563;01/03/2024;49;Mobile;4554;1
13443723;143366724;F-0324-1293041;02/03/2024;99;Mobile;6826;2
12783064;132361779;F-0324-1299917;02/03/2024;49;Mobile;4788;2
12582773;136863012;F-0324-0523542;02/03/2024;49;Mobile;4450;5
11719201;112104935;F-0324-1230340;03/03/2024;49;Mobile;3273;3
12989850;144063494;F-0324-1229859;03/03/2024;49;Mobile;5246;4
13161330;138834087;F-0324-1302630;02/03/2024;48;Mobile;5666;1
13393094;142660484;F-0324-0019080;03/03/2024;148,99;Fixe;6494;2
12131220;138832871;F-0324-0025582;03/03/2024;249;Fixe;3801;2
13565048;145369559;F-0224-1049896;01/02/2024;49;Mobile;8055;5
13565048;145369559;F-0324-0448744;01/03/2024;49;Mobile;8055;3
13517541;144460268;F-0224-0569494;02/02/2024;99;Mobile;7491;4
13517541;144460268;F-0324-0515828;02/03/2024;99;Mobile;7491;1
13504611;144305964;F-0324-0423174;01/03/2024;49;Mobile;7348;2
13504611;144305964;F-0224-0265507;01/02/2024;49;Mobile;7348;2
13504611;144305965;F-0224-0369323;01/02/2024;49;Mobile;7348;5
13504611;144305965;F-0324-0272375;01/03/2024;49;Mobile;7348;3
13491934;144082603;F-0324-0420728;01/03/2024;99;Mobile;7182;4
13491934;144082603;F-0224-0365982;01/02/2024;99;Mobile;7182;1
13522979;144514202;F-0224-0546069;02/02/2024;49;Mobile;7562;2
13522979;144514202;F-0324-0594013;02/03/2024;49;Mobile;7562;2
12131220;119208860;F-0623-0097891;03/06/2023;249;Fixe;3801;5
12131220;119208860;F-0723-0130038;03/07/2023;249;Fixe;3801;3
13156651;138825751;F-0324-0592498;02/03/2024;49;Mobile;5654;4
13565048;145369558;F-0224-1067906;01/02/2024;49;Mobile;8055;1
13565048;145369558;F-0324-0448361;01/03/2024;49;Mobile;8055;2
11559189;109683471;F-0324-0510537;02/03/2024;49;Mobile;3081;2
11128649;103315790;F-0324-0444649;01/03/2024;349;Mobile;2678;5
10667653;97194869;F-0324-0453926;01/03/2024;199;Mobile;2295;3
10667653;97194869;F-0224-0338201;01/02/2024;199;Mobile;2295;4
13093893;137617415;F-0324-0504289;02/03/2024;148,99;Fixe;5495;1
13563215;145366244;F-0224-1094495;01/02/2024;49;Mobile;8028;2
13563215;145366244;F-0324-0465109;01/03/2024;49;Mobile;8028;2
13487092;144074380;F-0324-0455505;01/03/2024;49;Mobile;7125;5
13129654;138421050;F-0224-0387283;01/02/2024;48;Mobile;5585;3
13129654;138421050;F-0324-0433445;01/03/2024;49;Mobile;5585;4
13586129;145697370;F-0324-0504723;02/03/2024;199;Mobile;8286;1
13418495;143028775;F-0324-0472951;01/03/2024;49;Mobile;6645;2
13599951;145895219;F-0324-0503634;02/03/2024;199;Mobile;8430;2
13038575;136167259;F-0324-0516415;02/03/2024;99;Mobile;5357;5
12467688;125410713;F-0723-0617541;02/07/2023;49;Mobile;4292;3
12467688;125410713;F-0823-0523554;02/08/2023;49;Mobile;4292;4
12467688;146764589;F-0324-0605542;02/03/2024;99;Mobile;4292;1
13643717;146879945;F-0324-1027455;01/03/2024;49;Mobile;9112;2
13274611;140700901;F-0324-0312908;01/03/2024;48;Mobile;5972;2
13425337;143041118;F-0224-0337812;01/02/2024;99;Mobile;6697;5
13425337;143041118;F-0324-0250571;01/03/2024;99;Mobile;6697;3
11789643;143031033;F-0324-0832869;04/03/2024;49;Mobile;3351;4
12285087;145336804;F-0224-0407230;01/02/2024;49;Mobile;4012;1
12285087;145336804;F-0324-0367997;01/03/2024;49;Mobile;4012;2
13560044;145333379;F-0224-1082714;01/02/2024;48;Mobile;7982;2
13560044;145333379;F-0324-0261101;01/03/2024;49;Mobile;7982;5
13574472;145446672;F-0324-0285592;01/03/2024;49;Mobile;8164;3
12455983;125067611;F-0223-0273830;01/02/2023;240;Fixe;4278;4
12455983;125067611;F-0323-0303987;01/03/2023;240;Fixe;4278;1
12455983;125067611;F-0523-1215092;01/05/2023;740;Fixe;4278;2
13499782;144237123;F-0224-0297503;01/02/2024;49;Mobile;7289;2
13499782;144237123;F-0324-0393181;01/03/2024;49;Mobile;7289;5
13571569;145441381;F-0324-0319471;01/03/2024;199;Mobile;8146;3
13684346;147605802;F-0224-0987617;03/02/2024;99;Mobile;10357;4
13684346;147605802;F-0324-0907503;03/03/2024;99;Mobile;10357;1
13668650;147148099;F-0324-0959016;02/03/2024;49;Mobile;9862;2
12704172;143529061;F-0324-0228910;01/03/2024;49;Mobile;4627;2
11979977;117236877;F-0224-0261417;01/02/2024;49;Mobile;3597;5
11979977;117236877;F-0324-0303875;01/03/2024;49;Mobile;3597;3
12013711;145076089;F-0324-0865396;04/03/2024;249;Fixe;3643;4
13664231;147139167;F-0324-0971216;02/03/2024;49;Mobile;9727;1
13616177;146120807;F-0324-0919387;03/03/2024;148,99;Fixe;8608;2
4601931;131813187;F-0623-1300714;04/06/2023;12,84;Mobile;299;2
4601931;131813187;F-0523-0670559;04/05/2023;199;Mobile;299;5
13661151;147133147;F-0224-1125346;02/02/2024;49;Mobile;9626;3
13661151;147133147;F-0324-0969101;02/03/2024;49;Mobile;9626;4
12916824;148252141;F-0324-0949769;02/03/2024;239;Mobile;5080;1
4601931;136957596;F-0324-0847551;04/03/2024;148,99;Fixe;299;2
6011753;145363400;F-0324-0839435;04/03/2024;49;Mobile;657;2
13683210;147603529;F-0224-1009210;03/02/2024;49;Mobile;10317;5
13683210;147603529;F-0324-0921558;03/03/2024;49;Mobile;10317;3
12407137;146789792;F-0324-0971295;02/03/2024;49;Mobile;4208;4
11851874;147344970;F-0224-1008701;03/02/2024;49;Mobile;3416;1
11851874;147344970;F-0324-0943120;03/03/2024;49;Mobile;3416;2
13684709;147606724;F-0224-1004117;03/02/2024;49;Mobile;10367;2
13684709;147606724;F-0324-0928635;03/03/2024;49;Mobile;10367;5
13669892;147150320;F-0224-1148375;02/02/2024;49;Mobile;9892;3
13669892;147150320;F-0324-0966976;02/03/2024;49;Mobile;9892;4
13663760;147138285;F-0224-1109959;02/02/2024;128,39;Mobile;9711;1
13663760;147138285;F-0324-1288462;02/03/2024;199;Mobile;9711;2
5957900;133213727;F-0224-0913554;04/02/2024;49;Mobile;633;2
5957900;133213727;F-0324-0891592;04/03/2024;49;Mobile;633;5
3673434;105319207;F-0224-0933154;04/02/2024;240;Fixe;58;3
3673434;105319207;F-0324-0806573;04/03/2024;240;Fixe;58;4
12065402;122325096;F-0324-0674534;02/03/2024;349;Fixe;3717;1
13360893;142216578;F-0324-1296847;02/03/2024;248,98;Fixe;6337;2
12297766;146760505;F-0324-1284298;02/03/2024;149;Mobile;4034;2
12140269;119328354;F-0324-0792856;04/03/2024;240;Fixe;3812;5
11745420;143026543;F-0324-1233352;03/03/2024;249;Fixe;3300;3
12054804;118253783;F-0324-1298824;02/03/2024;49;Mobile;3697;4
13624960;146517480;F-0224-1157106;04/02/2024;49;Mobile;8710;1
13624960;146517480;F-0324-1324205;04/03/2024;49;Mobile;8710;2
12115725;140660123;F-0324-1293500;02/03/2024;149;Mobile;3780;2
12115725;140660123;F-0224-1413123;02/02/2024;149;Mobile;3780;5
13069933;136871274;F-0324-1243729;01/03/2024;49;Mobile;5429;3
13659651;147070037;F-0224-1106153;02/02/2024;176,71;Mobile;9576;4
13659651;147070037;F-0324-1297267;02/03/2024;249;Mobile;9576;1
13636543;146787158;F-0324-1264848;01/03/2024;49;Mobile;8904;2
12393919;142952926;F-0324-1252729;01/03/2024;49;Mobile;4182;2
13491600;144082035;F-0324-1274760;01/03/2024;49;Mobile;7174;5
12447031;124750328;F-0324-1265400;01/03/2024;49;Mobile;4262;3
13649648;146962180;F-0324-1242846;01/03/2024;149;Mobile;9275;4
13302208;141224406;F-0324-1308647;02/03/2024;99;Mobile;6072;1
13323137;141620330;F-0324-1343450;04/03/2024;99;Mobile;6142;2
13357382;142149860;F-0324-1288265;02/03/2024;99;Mobile;6321;2
13361291;142217181;F-0324-1296547;02/03/2024;49;Mobile;6341;5
11385685;147767372;F-0324-1278075;02/03/2024;296,48;Fixe;2912;3
13415735;148271820;F-0324-1257455;01/03/2024;49;Mobile;6627;4
11460649;138404892;F-0324-1206140;03/03/2024;149;Mobile;2984;1
12393919;123508719;F-0324-1240906;01/03/2024;99;Mobile;4182;2
11661365;111217495;F-0324-1290796;02/03/2024;99;Mobile;3203;2
13549953;145071894;F-0324-1332330;04/03/2024;248,98;Fixe;7881;5
11060859;102201815;F-0324-1238873;01/03/2024;99;Mobile;2612;3
13189813;139423318;F-0324-1211558;03/03/2024;99;Mobile;5742;4
13058691;136606555;F-0324-1319556;04/03/2024;249;Fixe;5401;1
11385685;118668231;F-0324-1518377;02/03/2024;111,62;Fixe;2912;2
11385685;118668231;F-0224-0609962;02/02/2024;249;Fixe;2912;2
12313316;145351026;F-0324-1234351;03/03/2024;149;Mobile;4051;5
13647605;146927412;F-0224-1042200;01/02/2024;173,32;Mobile;9213;3
13647605;146927412;F-0324-1236252;01/03/2024;199;Mobile;9213;4
13676088;147345381;F-0324-1221497;03/03/2024;249;Mobile;10080;1
13580952;145605655;F-0324-1277559;02/03/2024;49;Mobile;8234;2
13698247;148020300;F-0324-1344274;04/03/2024;49;Mobile;10771;2
13656221;147023643;F-0324-1295567;02/03/2024;249;Mobile;9478;5
11229615;140673488;F-0324-1271078;01/03/2024;169;Mobile;2782;3
13680226;147518054;F-0324-1228016;03/03/2024;49;Mobile;10211;4
13391486;142657597;F-0324-1231785;03/03/2024;248,98;Fixe;6488;1
13684254;147605588;F-0324-1220800;03/03/2024;249;Mobile;10349;2
13534025;144692248;F-0324-1230477;03/03/2024;49;Mobile;7680;2
13246133;140392939;F-0324-0026782;03/03/2024;148,99;Fixe;5888;5
13540302;144844139;F-0324-0013091;03/03/2024;49;Mobile;7773;3
12661791;129985442;F-0224-0708864;02/02/2024;199;Mobile;4566;4
12661791;129985442;F-0324-0553808;02/03/2024;199;Mobile;4566;1
13493972;144146384;F-0324-0465942;01/03/2024;49;Mobile;7214;2
13409810;142953711;F-0324-1239028;01/03/2024;124;Mobile;6577;2
13391913;142658326;F-0324-1204767;03/03/2024;49;Mobile;6491;5
11376222;134319715;F-0324-1306389;02/03/2024;149;Mobile;2901;3
13505783;144308018;F-0324-1246439;01/03/2024;49;Mobile;7367;4
13508825;144313639;F-0224-0665409;02/02/2024;49;Mobile;7396;1
13508825;144313639;F-0324-0595410;02/03/2024;49;Mobile;7396;2
13683874;147604698;F-0324-1228208;03/03/2024;248,98;Fixe;10338;2
13508825;144313638;F-0224-0668911;02/02/2024;49;Mobile;7396;5
13508825;144313638;F-0324-0565847;02/03/2024;49;Mobile;7396;3
12589988;128822700;F-0324-0525558;02/03/2024;249;Fixe;4463;4
13464834;143761648;F-0324-1204567;03/03/2024;49;Mobile;6973;1
12789709;149438601;F-0324-1291231;02/03/2024;99;Mobile;4802;2
13364847;142288423;F-0324-1307144;02/03/2024;49;Mobile;6365;2
13364847;142288423;F-0224-1136938;02/02/2024;109;Mobile;6365;5
13646229;146884600;F-0324-1246851;01/03/2024;249;Mobile;9180;3
13698499;148020745;F-0324-1333982;04/03/2024;49;Mobile;10782;4
13692885;147849646;F-0324-1311476;04/03/2024;49;Mobile;10638;1
13336106;141931231;F-0324-1238821;01/03/2024;49;Mobile;6191;2
13660498;147071616;F-0324-1287460;02/03/2024;49;Mobile;9605;2
13660498;147071616;F-0224-1112154;02/02/2024;49;Mobile;9605;5
13656483;147024135;F-0224-1106713;02/02/2024;184,74;Mobile;9487;3
13656483;147024135;F-0324-1305751;02/03/2024;249;Mobile;9487;4
12369026;123131462;F-0324-1223842;03/03/2024;49;Mobile;4136;1
11874047;115489496;F-0324-1286799;02/03/2024;49;Mobile;3438;2
12862189;133902899;F-0324-1234760;03/03/2024;99;Mobile;4959;2
13686003;147609022;F-0324-1210604;03/03/2024;49;Mobile;10414;5
13403769;142855746;F-0324-1344377;04/03/2024;49;Mobile;6539;3
10836856;99348641;F-0324-1254877;01/03/2024;149;Mobile;2429;4
13612160;149451394;F-0324-1224889;03/03/2024;49;Mobile;8565;1
13249854;140399584;F-0324-1218873;03/03/2024;49;Mobile;5901;2
12047208;122393949;F-0324-1263900;01/03/2024;49;Mobile;3685;2
13517281;144459747;F-0324-1305732;02/03/2024;49;Mobile;7487;5
13296124;141152249;F-0324-1301349;02/03/2024;49;Mobile;6045;3
13646610;146925608;F-0324-1263349;01/03/2024;248,98;Fixe;9185;4
13675425;147344253;F-0324-1207397;03/03/2024;249;Mobile;10062;1
11502158;148268417;F-0324-1300289;02/03/2024;49;Mobile;3030;2
12980784;135388931;F-0324-1296623;02/03/2024;199;Mobile;5225;2
11151437;103757327;F-0324-1218835;03/03/2024;99;Mobile;2704;5
13372195;142366600;F-0324-1305723;02/03/2024;49;Mobile;6407;3
12721408;135846130;F-0324-1301327;02/03/2024;99;Mobile;4660;4
13101031;144906731;F-0324-1235363;03/03/2024;119;Mobile;5516;1
13355781;145430509;F-0324-1302834;02/03/2024;249;Fixe;6309;2
13488470;144076578;F-0324-1238932;01/03/2024;49;Mobile;7137;2
13686511;147609935;F-0324-1216403;03/03/2024;249;Fixe;10422;5
13699554;148023328;F-0324-1312668;04/03/2024;49;Mobile;10809;3
13699554;148023328;F-0224-1437168;04/02/2024;49;Mobile;10809;4
13595624;145886999;F-0324-1280731;02/03/2024;248,98;Fixe;8382;1
13677309;147432659;F-0324-1208695;03/03/2024;49;Mobile;10114;2
13418467;143028732;F-0324-1274633;01/03/2024;49;Mobile;6643;2
