NUMERO_DOSSIER;type_creance;numero_de_creance;Date_echeance;total_creance;Nature_crence;iddebiteur;type_creance
10055465;145605035;F-0224-2238797;23/02/2024;99;Mobile;1792;1
3981682;129919401;F-0224-2247275;23/02/2024;49;Mobile;182;2
8472695;120125866;F-0922-1814861;23/09/2022;199;Mobile;1097;2
8472695;148901954;F-0224-2246971;23/02/2024;149;Mobile;1097;5
5444202;142012399;F-0224-2240494;23/02/2024;149;Mobile;485;3
5444202;86152751;F-0320-1265903;22/03/2020;3,32;Mobile;485;4
10056798;100960281;F-0621-1588557;22/06/2021;99;Mobile;1794;1
10056798;100960281;F-0521-1594048;22/05/2021;98;Mobile;1794;2
10056798;143509933;F-0224-2231629;22/02/2024;199;Mobile;1794;2
10368294;122866738;F-0224-2245909;23/02/2024;99;Mobile;2050;5
9672975;147392141;F-0224-2175773;23/02/2024;149;Mobile;1438;3
9672975;85911675;28-J9MA-275941;01/10/2019;49;Mobile;1438;4
9672975;85911675;28-I9MA-083691;01/09/2019;49;Mobile;1438;1
10177564;95767084;F-0224-1539941;21/02/2024;240;Fixe;1902;2
10177564;88234407;F-0120-0843852;22/01/2020;119;Mobile;1902;2
10177564;88234407;F-0220-1032122;22/02/2020;119;Mobile;1902;5
10566833;129092325;F-0124-1897797;23/01/2024;49;Mobile;2208;3
10566833;129092325;F-0224-2001277;23/02/2024;49;Mobile;2208;4
10566833;95698491;F-1119-2102701;18/11/2019;49;Mobile;2208;1
10566833;95698491;F-1019-0873236;18/10/2019;49;Mobile;2208;2
5295154;145272032;F-0224-1975409;23/02/2024;148,99;Fixe;446;2
9485502;105612119;F-0224-2044842;23/02/2024;49;Mobile;1297;5
7054583;146222797;F-0124-2062213;21/01/2024;49;Mobile;883;3
7054583;146222797;F-0224-2088023;21/02/2024;49;Mobile;883;4
7054583;135600105;F-0224-2090824;21/02/2024;1,3;Mobile;883;1
10039307;106024368;F-0224-1770573;22/02/2024;240;Mobile;1780;2
3842001;131619416;F-0423-2041798;22/04/2023;99;Mobile;120;2
3842001;109185429;F-0224-1794747;22/02/2024;449;Fixe;120;5
9727798;80330325;F-0124-1813179;19/01/2024;99;Mobile;1487;3
9727798;80330325;F-0224-1838650;19/02/2024;99;Mobile;1487;4
4853080;119068855;F-0224-1900625;23/02/2024;49;Mobile;347;1
5790211;115099108;F-0224-1901936;23/02/2024;49;Mobile;575;2
5790211;45046033;F-0522-1854317;23/05/2022;99;Mobile;575;2
5790211;45046033;F-0422-1427706;23/04/2022;99;Mobile;575;5
5790211;45046033;F-0322-1455484;23/03/2022;50;Mobile;575;3
8528735;74091308;F-1219-1068467;22/12/2019;120;Mobile;1101;4
8528735;97554929;F-0224-2303190;22/02/2024;100,65;Fixe;1101;1
5901867;134663916;F-0224-2254008;23/02/2024;49;Mobile;616;2
10475897;123326794;F-0224-2296669;23/02/2024;85,09;Fixe;2126;2
9869904;116735214;F-0224-1740267;22/02/2024;240;Fixe;1628;5
10510748;111257974;F-0124-2130925;23/01/2024;249;Mobile;2163;3
10510748;111257974;F-0224-2140100;23/02/2024;199;Mobile;2163;4
10331677;142457268;F-0224-2252193;23/02/2024;199;Mobile;2016;1
7695864;105533731;F-1021-1675534;21/10/2021;49;Mobile;979;2
7695864;105533731;F-0921-1648088;21/09/2021;49;Mobile;979;2
7695864;90442116;F-0221-1527952;21/02/2021;49;Mobile;979;5
7695864;90442116;F-0121-1423154;21/01/2021;49;Mobile;979;3
7695864;125736098;F-0224-2228960;22/02/2024;99;Mobile;979;4
10242825;143524107;F-0224-2236530;22/02/2024;49;Mobile;1959;1
9861647;134473170;F-0224-2248882;23/02/2024;49;Mobile;1619;2
8867045;99738535;F-0224-2233724;22/02/2024;99;Mobile;1153;2
5773183;132843300;F-0224-2243834;23/02/2024;9;Mobile;571;5
5773183;116288526;F-1022-1678647;23/10/2022;49;Mobile;571;3
5773183;116288526;F-0922-1617761;23/09/2022;24;Mobile;571;4
5311620;144778244;F-0224-1561838;21/02/2024;49;Mobile;447;1
7628854;136313751;F-0124-2006026;23/01/2024;49;Mobile;973;2
7628854;136313751;F-0224-2036622;23/02/2024;49;Mobile;973;2
9544458;95178829;F-0224-2007410;23/02/2024;99;Mobile;1338;5
9544458;74817615;F-0921-1231617;22/09/2021;199;Mobile;1338;3
9544458;74817615;F-0821-1248027;22/08/2021;199;Mobile;1338;4
9500701;144388323;F-0224-1917126;23/02/2024;348,96;Fixe;1308;1
9687571;116822514;F-0622-1375454;22/06/2022;249;Fixe;1449;2
9687571;116822514;F-0522-1411221;22/05/2022;249;Fixe;1449;2
9687571;116822514;F-0822-1916096;22/08/2022;749;Fixe;1449;5
9687571;135598176;F-0224-1822570;22/02/2024;349;Fixe;1449;3
8960075;132006952;F-0224-1917656;23/02/2024;249;Fixe;1181;4
10145736;139419698;F-0224-2304515;22/02/2024;148,99;Fixe;1870;1
4891273;104957459;F-0224-2295254;23/02/2024;166,9;Mobile;356;2
8148545;129278864;F-0224-2295471;23/02/2024;184,74;Fixe;1051;2
3806117;133894962;F-0123-1905424;21/01/2023;99;Mobile;105;5
3806117;133894962;F-0223-1960070;21/02/2023;49;Mobile;105;3
3806117;136304065;F-0224-1601778;21/02/2024;99;Mobile;105;4
10483139;113088426;F-0224-1600903;21/02/2024;8;Mobile;2131;1
10483139;94125230;F-1119-2079809;19/11/2019;99;Mobile;2131;2
10483139;94125230;F-1019-1063976;19/10/2019;23;Mobile;2131;2
9595375;121119400;F-0224-1564453;21/02/2024;99;Mobile;1377;5
10085529;86885522;F-0224-1749738;22/02/2024;240;Mobile;1821;3
8642798;115146508;F-0224-1739898;22/02/2024;249;Fixe;1124;4
10504720;143523539;F-0224-2252179;23/02/2024;199;Mobile;2159;1
5425416;143510757;F-0224-2217187;21/02/2024;149;Mobile;480;2
6675836;147390239;F-0224-2154450;23/02/2024;49;Mobile;773;2
9805761;118384551;F-0224-2243468;23/02/2024;99;Mobile;1559;5
9481424;122614642;F-0224-2240876;23/02/2024;49;Mobile;1296;3
6313922;110620193;F-0224-2172211;23/02/2024;49;Mobile;711;4
3378577;146669173;F-0124-2123563;23/01/2024;49;Mobile;2;1
3378577;146669173;F-0224-2149457;23/02/2024;49;Mobile;2;2
10037044;136602044;F-0224-2248382;23/02/2024;69;Mobile;1777;2
7777633;146427448;F-0224-2156353;23/02/2024;99;Mobile;992;5
5283627;139537956;F-0224-2248385;23/02/2024;179;Mobile;443;3
10205428;88635573;F-0521-1461291;21/05/2021;49;Mobile;1924;4
10205428;88635573;F-0621-1421010;21/06/2021;49;Mobile;1924;1
9743248;143980766;F-0224-1972953;23/02/2024;99;Mobile;1501;2
5665160;143194773;F-0224-2003154;23/02/2024;45;Mobile;544;2
4302212;143970906;F-0224-1972368;23/02/2024;49;Mobile;244;5
8941305;139230491;F-0224-2013734;23/02/2024;249;Mobile;1169;3
8941305;92804563;F-0320-1257741;18/03/2020;10;Mobile;1169;4
6504895;85802774;F-0224-2108987;18/02/2024;109;Mobile;753;1
10604327;98452162;F-0224-1968915;23/02/2024;49;Mobile;2241;2
10161703;146014673;F-0224-2103830;21/02/2024;199;Mobile;1884;2
8895816;93063882;F-0224-1818725;22/02/2024;240;Mobile;1158;5
9519172;72733486;F-0124-1699149;22/01/2024;199;Mobile;1319;3
9519172;72733486;F-0224-1777535;22/02/2024;199;Mobile;1319;4
10388327;136318307;F-0224-1948919;23/02/2024;99;Mobile;2064;1
9705960;87855851;F-0323-1359912;22/03/2023;240;Mobile;1465;2
9705960;87855851;F-0223-1438564;22/02/2023;240;Mobile;1465;2
9705960;122879071;F-0224-1815538;22/02/2024;199;Mobile;1465;5
4586746;135995580;F-0124-1871664;23/01/2024;199;Mobile;296;3
4586746;135995580;F-1223-2206550;23/12/2023;199;Mobile;296;4
4586746;145140840;F-0124-2120949;23/01/2024;49;Mobile;296;1
4586746;145140840;F-0224-1887854;23/02/2024;49;Mobile;296;2
5198518;123134391;F-0224-2305781;23/02/2024;46,45;Fixe;418;2
10253159;147602424;F-0224-2280509;21/02/2024;49;Mobile;1968;5
10426579;144777273;F-0124-2202115;22/01/2024;99;Mobile;2092;3
10426579;134242567;F-0124-1737535;22/01/2024;249;Mobile;2092;4
10426579;134242567;F-0224-2294301;22/02/2024;104,42;Mobile;2092;1
10571158;102867856;F-0124-2058975;21/01/2024;99;Mobile;2214;2
10571158;102867856;F-0224-1617170;21/02/2024;99;Mobile;2214;2
10258161;89391860;F-0224-1663678;21/02/2024;199;Mobile;1969;5
10202508;108957344;F-0422-1823328;22/04/2022;49;Mobile;1920;3
10202508;105719902;F-0224-1722077;22/02/2024;49;Mobile;1920;4
10202508;99720326;F-1120-1504861;21/11/2020;128,38;Mobile;1920;1
10202508;99720326;F-1020-1272386;21/10/2020;98;Mobile;1920;2
10022820;114393889;F-0224-1724408;22/02/2024;240;Mobile;1767;2
13538829;144841708;F-0224-0026253;03/02/2024;199;Mobile;7752;5
13538829;144841708;F-0324-0104686;03/03/2024;199;Mobile;7752;3
12987533;140889003;F-0324-0201555;03/03/2024;249;Fixe;5239;4
11948852;130452204;F-0324-0088773;03/03/2024;199;Fixe;3557;1
13533171;144842444;F-0224-0136757;03/02/2024;49;Mobile;7668;2
13533171;144842444;F-0324-0024683;03/03/2024;49;Mobile;7668;2
13533171;144690641;F-0224-0158538;03/02/2024;49;Mobile;7668;5
13533171;144690641;F-0324-0197374;03/03/2024;49;Mobile;7668;3
13533171;144690642;F-0224-0130641;03/02/2024;49;Mobile;7668;4
13533171;144690642;F-0324-0016976;03/03/2024;49;Mobile;7668;1
13529067;144666166;F-0324-0112187;03/03/2024;49;Mobile;7626;2
11751026;115088550;F-1023-1244595;03/10/2023;49;Mobile;3311;2
11751026;135382135;F-0324-0199435;03/03/2024;49;Mobile;3311;5
13307673;145517189;F-0324-0174728;03/03/2024;49;Mobile;6090;3
13538455;144841066;F-0324-0132988;03/03/2024;248,98;Fixe;7745;4
13389203;146778680;F-0324-0100677;03/03/2024;99;Mobile;6480;1
13389203;146778680;F-0224-0990360;03/02/2024;99;Mobile;6480;2
10979570;100843958;F-0324-0123225;03/03/2024;240;Fixe;2543;2
13462277;143657050;F-0324-0107562;03/03/2024;148,99;Fixe;6963;5
12435057;124375554;F-0224-0072171;03/02/2024;249;Fixe;4246;3
12435057;124375554;F-0324-0044702;03/03/2024;249;Fixe;4246;4
13532766;144689849;F-0324-0071500;03/03/2024;249;Mobile;7664;1
11214913;104829741;F-0324-0046739;03/03/2024;49;Mobile;2767;2
13245862;148824677;F-0324-0937067;03/03/2024;53,99;Mobile;5885;2
13245862;141220683;F-0324-0109212;03/03/2024;99;Mobile;5885;5
13537571;144778839;F-0224-0054657;03/02/2024;49;Mobile;7735;3
13537571;144778839;F-0324-0084601;03/03/2024;49;Mobile;7735;4
13248607;140397414;F-0823-0926514;03/08/2023;49;Mobile;5898;1
13248607;140397414;F-0923-0910748;03/09/2023;49;Mobile;5898;2
13248607;140397416;F-0324-0133691;03/03/2024;49;Mobile;5898;2
13541310;144906099;F-0224-0162363;03/02/2024;49;Mobile;7778;5
13541310;144906099;F-0324-0110999;03/03/2024;49;Mobile;7778;3
12494760;126022902;F-0823-1264320;03/08/2023;99;Mobile;4328;4
12494760;127549778;F-0823-1265126;03/08/2023;49;Mobile;4328;1
11794730;113873490;F-0224-0048077;03/02/2024;249;Fixe;3360;2
11794730;113873490;F-0324-0079111;03/03/2024;249;Fixe;3360;2
12180306;120047962;F-0324-0100551;03/03/2024;49;Mobile;3882;5
12180306;120047962;F-0224-0006519;03/02/2024;49;Mobile;3882;3
10880997;142933071;F-0324-0082265;03/03/2024;99;Mobile;2465;4
12067450;145891272;F-0324-0129717;03/03/2024;199;Mobile;3722;1
13606619;145922512;F-0324-0075864;03/03/2024;49;Mobile;8508;2
13539556;144842944;F-0224-0105951;03/02/2024;49;Mobile;7765;2
13539556;144842944;F-0324-0109587;03/03/2024;49;Mobile;7765;5
12935338;134786980;F-0224-0176573;03/02/2024;199;Fixe;5129;3
12935338;134786980;F-0324-0099200;03/03/2024;199;Fixe;5129;4
13107967;137939991;F-0324-0103078;03/03/2024;148,99;Fixe;5532;1
13534669;144693387;F-0224-0082934;03/02/2024;49;Mobile;7691;2
13534669;144693387;F-0324-0039571;03/03/2024;49;Mobile;7691;2
12258143;121255469;F-0324-0062499;03/03/2024;349;Fixe;3970;5
13469274;143829679;F-0224-0092622;03/02/2024;199;Mobile;7000;3
13469274;143829679;F-0324-0071257;03/03/2024;199;Mobile;7000;4
12193190;120183887;F-0324-0201912;03/03/2024;240;Fixe;3900;1
12802319;132841487;F-0224-0116488;03/02/2024;49;Mobile;4827;2
12802319;132841487;F-0324-0134013;03/03/2024;49;Mobile;4827;2
11949109;116817692;F-0324-0179546;03/03/2024;240;Mobile;3558;5
13378916;142454857;F-0324-0203935;03/03/2024;49;Mobile;6436;3
11879885;115633033;F-0224-0101546;03/02/2024;240;Mobile;3451;4
11879885;115633033;F-0324-0060880;03/03/2024;240;Mobile;3451;1
13582119;145607797;F-0324-0687749;02/03/2024;49;Mobile;8246;2
13522104;144512461;F-0224-0635682;02/02/2024;49;Mobile;7551;2
13522104;144512461;F-0324-0650913;02/03/2024;49;Mobile;7551;5
12091169;118756647;F-0123-1185344;04/01/2023;162,58;Fixe;3749;3
12091169;132730510;F-0324-0762015;04/03/2024;249;Fixe;3749;4
11611520;132067347;F-0224-0671965;02/02/2024;199;Mobile;3139;1
11611520;132067347;F-0324-0641086;02/03/2024;199;Mobile;3139;2
11919335;116367737;F-0324-0731859;04/03/2024;249;Fixe;3509;2
11730890;144975386;F-0324-0763792;04/03/2024;99;Mobile;3282;5
12003701;144051190;F-0224-0618434;02/02/2024;49;Mobile;3629;3
12003701;144051190;F-0324-0643176;02/03/2024;49;Mobile;3629;4
12321884;143838064;F-0324-0763765;04/03/2024;148,99;Fixe;4065;1
11383157;119500411;F-0723-0965070;02/07/2023;59;Mobile;2908;2
11383157;119500411;F-0823-1055622;02/08/2023;49;Mobile;2908;2
11383157;134311814;F-0224-0687900;02/02/2024;49;Mobile;2908;5
11383157;134311814;F-0324-0626543;02/03/2024;49;Mobile;2908;3
12345930;145892430;F-0324-0662326;02/03/2024;249;Fixe;4101;4
13517891;144461095;F-0324-0680488;02/03/2024;49;Mobile;7498;1
13517891;144461095;F-0224-0580755;02/02/2024;49;Mobile;7498;2
13550392;145072645;F-0324-0789542;04/03/2024;199;Mobile;7887;2
3686086;146224004;F-0324-0798486;04/03/2024;249;Mobile;65;5
13588030;145700731;F-0324-0661268;02/03/2024;49;Mobile;8308;3
11631704;110665191;F-0324-0791213;04/03/2024;49;Mobile;3168;4
11631704;110665191;F-0224-0840416;04/02/2024;49;Mobile;3168;1
11576064;109768034;F-0224-0853258;04/02/2024;200;Fixe;3094;2
11576064;109768034;F-0324-0734922;04/03/2024;240;Fixe;3094;2
13596191;145888107;F-0324-0692819;02/03/2024;49;Mobile;8390;5
12296178;121892712;F-0224-0643913;02/02/2024;49;Mobile;4031;3
12296178;121892712;F-0324-0641342;02/03/2024;49;Mobile;4031;4
12322168;130902396;F-0324-0736353;04/03/2024;199;Mobile;4066;1
12322168;130902396;F-0224-0791414;04/02/2024;199;Mobile;4066;2
12322168;122134572;F-0224-0781014;04/02/2024;349;Fixe;4066;2
12322168;122134572;F-0324-0756410;04/03/2024;349;Fixe;4066;5
12322168;135606045;F-0224-0747406;04/02/2024;99;Mobile;4066;3
12322168;135606045;F-0324-0725847;04/03/2024;99;Mobile;4066;4
12060844;118354958;F-0224-0618348;02/02/2024;249;Fixe;3709;1
12060844;118354958;F-0324-0716904;02/03/2024;249;Fixe;3709;2
12241870;120971994;F-0224-0657297;02/02/2024;199;Mobile;3945;2
12241870;120971994;F-0324-0616419;02/03/2024;199;Mobile;3945;5
12501007;126344921;F-0324-0779946;04/03/2024;349;Fixe;4342;3
11942428;142932410;F-0324-0711611;02/03/2024;149;Mobile;3545;4
11942428;142932410;F-0224-0574108;02/02/2024;149;Mobile;3545;1
12349424;122713922;F-0224-0562387;02/02/2024;49;Mobile;4109;2
12349424;122713922;F-0324-0610416;02/03/2024;49;Mobile;4109;2
13162532;145447158;F-0324-0683045;02/03/2024;49;Mobile;5671;5
11895631;116052623;F-0324-0766599;04/03/2024;249;Fixe;3470;3
12528486;144601362;F-0324-0818884;04/03/2024;49;Mobile;4368;4
12528486;144312875;F-0324-0794456;04/03/2024;49;Mobile;4368;1
12528486;144154875;F-0224-0978115;04/02/2024;49;Mobile;4368;2
12528486;144154875;F-0324-0843051;04/03/2024;49;Mobile;4368;2
12528486;144601362;F-0224-0889651;04/02/2024;49;Mobile;4368;5
12528486;144312873;F-0324-0794457;04/03/2024;49;Mobile;4368;3
12528486;144312873;F-0224-0888919;04/02/2024;49;Mobile;4368;4
12528486;144154869;F-0324-0811533;04/03/2024;49;Mobile;4368;1
12528486;144154869;F-0224-0980713;04/02/2024;49;Mobile;4368;2
5743753;111383876;F-1023-0723888;04/10/2023;240;Mobile;564;2
5743753;140238108;F-0324-0800592;04/03/2024;49;Mobile;564;5
5743753;111383876;F-1123-1108608;04/11/2023;240;Mobile;564;3
12418740;123919153;F-0923-0573472;02/09/2023;199;Mobile;4223;4
12418740;123919153;F-0823-0509888;02/08/2023;199;Mobile;4223;1
12418740;130583065;F-0324-0682653;02/03/2024;99;Mobile;4223;2
11088433;144082924;F-0324-0627643;02/03/2024;49;Mobile;2632;2
13519056;144493497;F-0224-0603153;02/02/2024;99;Mobile;7514;5
13519056;144493497;F-0324-0651822;02/03/2024;99;Mobile;7514;3
13151155;138716238;F-0324-0633905;02/03/2024;199;Mobile;5642;4
11581519;109834865;F-0324-0778181;04/03/2024;240;Fixe;3101;1
13218493;141619615;F-0324-0629072;02/03/2024;49;Mobile;5815;2
13218493;140040696;F-0324-0593886;02/03/2024;148,99;Fixe;5815;2
11934863;119507415;F-0224-0577849;02/02/2024;49;Mobile;3537;5
11934863;119507415;F-0324-0712474;02/03/2024;49;Mobile;3537;3
11697419;111927843;F-0324-0715684;02/03/2024;240;Fixe;3243;4
13598058;145891769;F-0324-0634017;02/03/2024;49;Mobile;8410;1
13293327;141085002;F-0224-0582933;02/02/2024;49;Mobile;6037;2
13293327;141085002;F-0324-0630867;02/03/2024;49;Mobile;6037;2
12846073;133619088;F-0324-0617518;02/03/2024;199;Fixe;4919;5
10892633;109170732;F-0324-0759543;04/03/2024;49;Mobile;2479;3
10892633;99968046;F-0121-0270761;04/01/2021;240;Mobile;2479;4
10892633;99968046;F-0221-0564462;02/02/2021;240;Mobile;2479;1
12655926;129928338;F-0224-0617147;02/02/2024;49;Mobile;4560;2
12655926;129928338;F-0324-0669399;02/03/2024;49;Mobile;4560;2
13586528;145698129;F-0324-0623374;02/03/2024;49;Mobile;8290;5
12321437;122132801;F-0324-0747409;04/03/2024;199;Mobile;4063;3
10797242;149460622;F-0324-1545860;02/03/2024;349;Mobile;2403;4
10797242;145071728;F-0324-0683381;02/03/2024;148,99;Fixe;2403;1
10963570;100672639;F-0324-0626939;02/03/2024;240;Fixe;2528;2
12109474;119051513;F-0224-0586656;02/02/2024;199;Mobile;3771;2
12109474;119051513;F-0324-0644006;02/03/2024;199;Mobile;3771;5
11835659;114681069;F-0324-0754698;04/03/2024;240;Mobile;3401;3
13648946;146929778;F-0224-1086736;01/02/2024;173,32;Mobile;9256;4
13648946;146929778;F-0324-1261154;01/03/2024;199;Mobile;9256;1
12340957;146767955;F-0324-1246120;01/03/2024;99;Mobile;4091;2
13688004;147692861;F-0324-1235005;03/03/2024;49;Mobile;10458;2
13688004;147692861;F-0224-1036578;03/02/2024;49;Mobile;10458;5
12149055;119518291;F-0324-1243703;01/03/2024;49;Mobile;3832;3
13349323;146772812;F-0324-1246158;01/03/2024;49;Mobile;6263;4
12577394;128563565;F-0324-1263008;01/03/2024;49;Mobile;4443;1
13686639;147610113;F-0324-1209893;03/03/2024;199;Mobile;10426;2
13642873;146878105;F-0324-1237949;01/03/2024;249;Mobile;9089;2
12946454;140671844;F-0324-1260707;01/03/2024;129;Mobile;5153;5
13461632;143655836;F-0324-1222487;03/03/2024;48;Mobile;6959;3
13591380;145766802;F-0324-1297540;02/03/2024;49;Mobile;8333;4
13372203;142366629;F-0324-1285944;02/03/2024;49;Mobile;6408;1
12331055;122423873;F-0324-1254490;01/03/2024;49;Mobile;4074;2
11989541;142941718;F-0324-1281723;02/03/2024;49;Mobile;3614;2
12242084;145700958;F-0324-0959194;02/03/2024;148,99;Fixe;3946;5
13654567;146971288;F-0324-1281561;02/03/2024;199;Mobile;9420;3
12242084;140659098;F-0324-1303312;02/03/2024;99;Mobile;3946;4
10851777;99608887;F-0324-1277786;02/03/2024;49;Mobile;2441;1
13501902;145342440;F-0324-1254538;01/03/2024;148;Mobile;7312;2
12738180;131542031;F-0324-1216067;03/03/2024;49;Mobile;4687;2
13678008;147433923;F-0224-1004816;03/02/2024;89,87;Mobile;10139;5
13678008;147433923;F-0324-1227492;03/03/2024;199;Mobile;10139;3
13236715;140321188;F-0324-1223571;03/03/2024;49;Mobile;5865;4
13674778;147343069;F-0324-1214196;03/03/2024;249;Mobile;10041;1
13674778;147343070;F-0324-1206899;03/03/2024;249;Mobile;10041;2
12392978;141929629;F-0324-1255125;01/03/2024;49;Mobile;4181;2
13587198;145699306;F-0324-1282151;02/03/2024;49;Mobile;8300;5
12764092;132086905;F-0224-0392601;01/02/2024;99;Mobile;4733;3
13487844;144075527;F-0324-1255137;01/03/2024;49;Mobile;7129;4
12764092;132086905;F-0324-1259405;01/03/2024;99;Mobile;4733;1
11924721;116690879;F-0324-1288413;02/03/2024;349;Fixe;3519;2
13687503;147691883;F-0324-1227206;03/03/2024;249;Mobile;10451;2
12054401;132075302;F-0324-1294305;02/03/2024;149;Mobile;3696;5
13486554;144073541;F-0324-1246550;01/03/2024;49;Mobile;7119;3
13536211;144776492;F-0324-1235937;03/03/2024;49;Mobile;7715;4
13226109;144691466;F-0324-1298122;02/03/2024;99;Fixe;5833;1
13284366;140890178;F-0324-1243532;01/03/2024;49;Mobile;5996;2
13460776;143534165;F-0324-1235930;03/03/2024;49;Mobile;6952;2
13487982;144075777;F-0324-1243537;01/03/2024;99;Mobile;7130;5
11197646;107573923;F-0324-1278594;02/03/2024;99;Mobile;2754;3
11666169;111233229;F-0324-1234736;03/03/2024;49;Mobile;3213;4
13690558;147765178;F-0324-1319024;04/03/2024;249;Mobile;10560;1
13648745;146929396;F-0324-1249444;01/03/2024;199;Mobile;9252;2
13057763;136604774;F-0224-0764264;04/02/2024;49;Mobile;5397;2
13057763;136604774;F-0324-1336632;04/03/2024;49;Mobile;5397;5
13627207;146591976;F-0324-1332499;04/03/2024;49;Mobile;8734;3
13343703;141945316;F-0324-1236830;01/03/2024;49;Mobile;6233;4
13577128;145518531;F-0324-1265943;01/03/2024;49;Mobile;8200;1
13588197;145700988;F-0324-1278638;02/03/2024;49;Mobile;8309;2
13283186;144238855;F-0324-1251445;01/03/2024;49;Mobile;5990;2
13704764;148157286;F-0224-1435812;04/02/2024;6,42;Mobile;10930;5
13704764;148157286;F-0324-1335092;04/03/2024;199;Mobile;10930;3
11253516;144058278;F-0324-1280322;02/03/2024;99;Mobile;2797;4
13551556;145075220;F-0324-1323828;04/03/2024;49;Mobile;7900;1
13551556;145075220;F-0224-0788132;04/02/2024;49;Mobile;7900;2
13581958;145607499;F-0324-1303844;02/03/2024;49;Mobile;8244;2
11546097;109414020;F-0224-0582128;02/02/2024;49;Mobile;3073;5
11546097;109414020;F-0324-1283994;02/03/2024;49;Mobile;3073;3
13548863;145069988;F-0324-1349206;04/03/2024;49;Mobile;7868;4
13492922;144976385;F-0324-0382795;01/03/2024;199;Mobile;7199;1
13548863;145069988;F-0224-0832992;04/02/2024;49;Mobile;7868;2
13492922;144144576;F-0324-1270136;01/03/2024;49;Mobile;7199;2
13440059;143300105;F-0324-1280356;02/03/2024;248,98;Fixe;6805;5
13548863;145069985;F-0224-0766002;04/02/2024;49;Mobile;7868;3
13548863;145069985;F-0324-1318984;04/03/2024;49;Mobile;7868;4
13548863;145069986;F-0324-1329306;04/03/2024;49;Mobile;7868;1
13548863;145069986;F-0224-0798288;04/02/2024;49;Mobile;7868;2
13548863;145069987;F-0324-1319677;04/03/2024;49;Mobile;7868;2
13548863;145069987;F-0224-0785392;04/02/2024;49;Mobile;7868;5
13412257;148241392;F-0324-1238514;01/03/2024;74,25;Mobile;6598;3
13412257;148241392;F-0224-1385332;01/02/2024;74,25;Mobile;6598;4
13652856;146968256;F-0224-1150600;02/02/2024;192,77;Mobile;9369;1
13652856;146968256;F-0324-1299958;02/03/2024;249;Mobile;9369;2
10745678;98181613;F-0324-1288586;02/03/2024;49;Mobile;2363;2
13509538;144314857;F-0324-1304954;02/03/2024;49;Mobile;7409;5
13573854;145445602;F-0324-1250139;01/03/2024;49;Mobile;8159;3
13533761;149455670;F-0324-1209771;03/03/2024;99;Mobile;7676;4
12033487;118026933;F-0324-1253993;01/03/2024;69;Mobile;3667;1
13005214;135762676;F-0324-1330823;04/03/2024;49;Mobile;5272;2
13694756;147853207;F-0324-1334036;04/03/2024;49;Mobile;10678;2
13017782;135875548;F-0324-1254012;01/03/2024;49;Mobile;5301;5
13656289;147023781;F-0324-1295462;02/03/2024;199;Mobile;9482;3
13629695;146668724;F-0324-1337802;04/03/2024;149;Mobile;8756;4
10775244;138578151;F-0324-1268423;01/03/2024;249;Fixe;2391;1
13681610;147520470;F-0324-1231706;03/03/2024;199;Mobile;10256;2
13373168;142428512;F-0324-1300829;02/03/2024;248,98;Fixe;6414;2
13359138;146762681;F-0324-1306237;02/03/2024;49;Mobile;6330;5
11320773;119326411;F-0324-1289791;02/03/2024;49;Mobile;2855;3
13648606;146929138;F-0324-1238444;01/03/2024;215,87;Mobile;9248;4
13670536;147151483;F-0324-1303772;02/03/2024;49;Mobile;9908;1
13669308;147149285;F-0324-1285271;02/03/2024;199;Mobile;9880;2
13593219;145810407;F-0324-1279569;02/03/2024;49;Mobile;8356;2
13236406;140320645;F-0324-1228760;03/03/2024;49;Mobile;5863;5
12812930;133112227;F-0324-1230258;03/03/2024;49;Mobile;4851;3
13699791;148023778;F-0324-1334062;04/03/2024;49;Mobile;10814;4
13682385;147602155;F-0324-1218698;03/03/2024;248,98;Fixe;10284;1
13338303;141935233;F-0324-1267726;01/03/2024;248,98;Fixe;6203;2
12697059;130758154;F-0324-1334778;04/03/2024;49;Mobile;4614;2
13286709;140894832;F-0324-1271438;01/03/2024;99;Mobile;6005;5
13691807;147767493;F-0324-1311333;04/03/2024;49;Mobile;10603;3
13691807;147767493;F-0224-1522586;04/02/2024;49;Mobile;10603;4
13480253;148279629;F-0324-1311409;04/03/2024;240,39;Fixe;7076;1
12190527;120162086;F-0324-1208845;03/03/2024;49;Mobile;3897;2
13015866;135872387;F-0324-1259511;01/03/2024;49;Mobile;5294;2
13689593;147695719;F-0224-0996826;03/02/2024;72,29;Mobile;10528;5
13689593;147695719;F-0324-1214805;03/03/2024;249;Mobile;10528;3
13617150;149446113;F-0324-1233493;03/03/2024;98;Mobile;8618;4
13704767;148157289;F-0324-1393600;04/03/2024;249;Mobile;10932;1
3546904;147021938;F-0324-1433185;04/03/2024;49;Mobile;34;2
3546904;147021938;F-0224-1194541;04/02/2024;49;Mobile;34;2
13254143;140467703;F-0324-1456879;04/03/2024;148,99;Fixe;5916;5
12427180;124117155;F-0723-0023959;03/07/2023;249;Fixe;4239;3
12427180;124117155;F-0823-1348479;03/08/2023;88,36;Fixe;4239;4
9723710;145357134;F-0324-1416026;04/03/2024;99;Mobile;1481;1
9723710;142213197;F-1223-1364179;04/12/2023;232,4;Mobile;1481;2
