NUMERODOSSIER;type_creance;numero_de_creance;Date_echeance;total_creance;Nature_crence;iddebiteur;type_creance
13668265;147147420;F-0224-1125483;02/02/2024;99;Mobile;9848;1
13668265;147147420;F-0324-0952164;02/03/2024;99;Mobile;9848;2
5855641;144075941;F-0324-0818269;04/03/2024;49;Mobile;596;2
13674105;147433293;F-0224-0997017;03/02/2024;99;Mobile;10014;5
13674105;147433293;F-0324-0947208;03/03/2024;99;Mobile;10014;3
13680821;147519205;F-0224-1027117;03/02/2024;49;Mobile;10233;4
13680821;147519205;F-0324-0947217;03/03/2024;49;Mobile;10233;1
13674457;147342421;F-0324-0938680;03/03/2024;49;Mobile;10028;2
8564266;134498576;F-0324-0819695;04/03/2024;99;Mobile;1111;2
11713892;143504452;F-0324-0809458;04/03/2024;99;Mobile;3262;5
13440588;147691807;F-0324-0955467;02/03/2024;99;Mobile;6807;3
13539315;144842564;F-0324-0922598;03/03/2024;14899;Fixe;7761;4
3664233;143842278;F-0224-0907801;04/02/2024;46;Mobile;55;1
3664233;143842278;F-0324-0882822;04/03/2024;49;Mobile;55;2
3964943;132666739;F-0324-1502377;04/03/2024;859;Mobile;173;2
3964943;132666739;F-0224-0976176;04/02/2024;249;Mobile;173;5
11117967;146785357;F-0324-1500313;04/03/2024;249;Mobile;2664;3
12071048;133277515;F-0324-1401443;04/03/2024;74;Mobile;3725;4
13671693;147254521;F-0324-1208985;03/03/2024;249;Fixe;9945;1
6463830;135244101;F-0324-1501653;04/03/2024;17841;Mobile;746;2
6463830;135244101;F-0224-0918481;04/02/2024;199;Mobile;746;2
13139352;138518537;F-0324-1491006;01/03/2024;686;Mobile;5613;5
13139352;138518537;F-0224-0276803;01/02/2024;167;Mobile;5613;3
11682836;143977443;F-0324-1501701;04/03/2024;1441;Mobile;3229;4
6553784;144057601;F-0324-1412280;04/03/2024;99;Mobile;759;1
12071048;134238239;F-0324-1500351;04/03/2024;8235;Mobile;3725;2
6807234;144909182;F-0324-1435978;04/03/2024;99;Mobile;821;2
13699962;148024111;F-0324-1315972;04/03/2024;48;Mobile;10821;5
12482999;147067270;F-0324-1232689;03/03/2024;49;Mobile;4314;3
13617747;146223489;F-0324-1219976;03/03/2024;49;Mobile;8627;4
11087241;102676791;F-0324-1499042;02/03/2024;18207;Mobile;2630;1
13638738;146791399;F-0224-1057669;01/02/2024;24097;Mobile;8975;2
13638738;146791399;F-0324-1270939;01/03/2024;249;Mobile;8975;2
13434226;146592846;F-0324-1307238;02/03/2024;249;Fixe;6760;5
13476158;143842927;F-0324-1318943;04/03/2024;24898;Fixe;7051;3
13679846;147517380;F-0324-1207298;03/03/2024;199;Mobile;10193;4
13535661;144775480;F-0324-0015305;03/03/2024;49;Mobile;7710;1
13533440;144691174;F-0324-0017778;03/03/2024;49;Mobile;7672;2
13530853;144669865;F-0224-0189732;03/02/2024;49;Mobile;7643;2
13530853;144669865;F-0324-0024660;03/03/2024;49;Mobile;7643;5
13586684;145698383;F-0324-0572270;02/03/2024;99;Mobile;8293;3
11513123;108895508;F-0324-1218928;03/03/2024;99;Mobile;3041;4
13603594;145917154;F-0324-0023228;03/03/2024;49;Mobile;8463;1
11213167;104826004;F-0324-0011551;03/03/2024;649;Fixe;2766;2
13174682;139203688;F-0324-0007916;03/03/2024;49;Mobile;5709;2
13460407;143533557;F-0324-0015919;03/03/2024;24898;Fixe;6948;5
12196106;120280823;F-0324-0002929;03/03/2024;249;Fixe;3902;3
13517786;144460870;F-0224-0582688;02/02/2024;49;Mobile;7492;4
13517786;144460870;F-0324-0596724;02/03/2024;49;Mobile;7492;1
13573107;145444355;F-0324-0448767;01/03/2024;49;Mobile;8155;2
13454528;143507271;F-0324-0011783;03/03/2024;99;Mobile;6907;2
13246028;140392713;F-0324-0008291;03/03/2024;149;Mobile;5886;5
11757064;144069151;F-0324-0563188;02/03/2024;49;Mobile;3318;3
13526883;144601816;F-0324-0565932;02/03/2024;99;Mobile;7605;4
13521089;144497205;F-0324-0598206;02/03/2024;49;Mobile;7539;1
13291533;140963597;F-0224-0599640;02/02/2024;47;Mobile;6028;2
13291533;140963597;F-0324-0564043;02/03/2024;49;Mobile;6028;2
11687815;111681454;F-0324-0487495;01/03/2024;240;Mobile;3235;5
13515758;144456968;F-0324-0499385;02/03/2024;49;Mobile;7469;3
11558163;109681304;F-0324-0560393;02/03/2024;240;Mobile;3080;4
13668782;147148339;F-0324-0959424;02/03/2024;49;Mobile;9865;1
13095383;137620659;F-0324-0571263;02/03/2024;49;Mobile;5498;2
13684354;147605831;F-0224-1013318;03/02/2024;99;Mobile;10358;2
13684354;147605831;F-0324-0928181;03/03/2024;99;Mobile;10358;5
13667236;147145098;F-0324-0955700;02/03/2024;14899;Fixe;9815;3
13689246;147695136;F-0324-0916321;03/03/2024;14899;Fixe;10513;4
13685669;147608481;F-0324-0938713;03/03/2024;48;Mobile;10404;1
6734953;144151939;F-0324-0818048;04/03/2024;49;Mobile;782;2
13654062;146970374;F-0324-0956750;02/03/2024;49;Mobile;9401;2
13546822;144976293;F-0324-1394188;04/03/2024;249;Fixe;7847;5
13619003;146326017;F-0324-1448239;04/03/2024;14899;Fixe;8649;3
13439474;143299010;F-0224-1412573;02/02/2024;249;Mobile;6801;4
13439474;143299010;F-0324-1498115;02/03/2024;249;Mobile;6801;1
13653181;146968843;F-0324-1499023;02/03/2024;7548;Mobile;9374;2
13653181;146968843;F-0224-1126703;02/02/2024;15406;Mobile;9374;2
12430066;124209248;F-0224-1007241;03/02/2024;99;Mobile;4241;5
12430066;124209248;F-0324-0905381;03/03/2024;99;Mobile;4241;3
12883394;134308320;F-0324-1369764;04/03/2024;249;Fixe;5006;4
13527114;144662479;F-0324-1489178;03/03/2024;279;Fixe;7607;1
13610812;145930099;F-0324-1486801;03/03/2024;8235;Mobile;8552;2
11139247;108893650;F-0324-1499649;02/03/2024;8235;Mobile;2693;2
11139247;108893650;F-0224-0700230;02/02/2024;199;Mobile;2693;5
9510996;101510975;F-0324-1429910;04/03/2024;240;Fixe;1315;3
13483753;143979277;F-0324-1348991;04/03/2024;49;Mobile;7097;4
3756182;147519689;F-0324-1396197;04/03/2024;249;Mobile;85;1
11044950;101816567;F-0324-1488331;03/03/2024;5793;Fixe;2598;2
11044950;101816567;F-0224-0196974;03/02/2024;240;Fixe;2598;2
13496484;144150978;F-0324-1491682;01/03/2024;19214;Mobile;7242;5
13557741;145268101;F-0324-1460712;04/03/2024;14899;Fixe;7959;3
13673496;147257208;F-0324-1440939;03/03/2024;14899;Fixe;9995;4
13507602;144311507;F-0324-1497307;02/03/2024;1245;Mobile;7384;1
10716331;145350645;F-0324-1435940;04/03/2024;49;Mobile;2340;2
11139566;103519924;F-0324-1499644;02/03/2024;6621;Mobile;2694;2
9916196;111678881;F-0324-1403120;04/03/2024;99;Mobile;1665;5
7844133;140325979;F-0324-1467115;04/03/2024;14899;Fixe;1002;3
13353030;142075135;F-0324-1490651;01/03/2024;27898;Fixe;6287;4
13284675;140890773;F-0324-1444202;01/03/2024;14901;Fixe;5998;1
12206999;120469881;F-0324-1503383;04/03/2024;21517;Mobile;3913;2
9915479;146971579;F-0324-1501912;04/03/2024;18675;Mobile;1663;2
11898795;116061370;F-0324-1504376;04/03/2024;21517;Fixe;3475;5
11622534;139122277;F-0224-1467202;04/02/2024;199;Mobile;3156;3
11622534;139122277;F-0324-1499953;04/03/2024;199;Mobile;3156;4
13049165;136365253;F-0324-0033970;03/03/2024;199;Mobile;5383;1
11110459;118032579;F-0324-1504377;04/03/2024;23172;Mobile;2659;2
7947934;143526863;F-0324-1412958;04/03/2024;249;Fixe;1028;2
12802148;132841120;F-0324-1440954;03/03/2024;17841;Fixe;4826;5
13558364;145269527;F-0224-1167868;04/02/2024;49;Mobile;7965;3
13558364;145269527;F-0324-1389442;04/03/2024;49;Mobile;7965;4
13551477;145075085;F-0324-1382930;04/03/2024;24898;Fixe;7898;1
13542766;144908740;F-0324-0181794;03/03/2024;14899;Fixe;7798;2
13178512;141218055;F-0324-0169211;03/03/2024;199;Mobile;5720;2
13528594;144665299;F-0324-0082659;03/03/2024;199;Mobile;7624;5
10936875;100240302;F-0224-0159959;03/02/2024;240;Fixe;2518;3
10936875;100240302;F-0324-0139638;03/03/2024;240;Fixe;2518;4
10939272;129276330;F-0324-1429049;04/03/2024;19;Mobile;2519;1
12929501;143836222;F-0224-0027233;03/02/2024;199;Mobile;5116;2
12929501;143836222;F-0324-0106961;03/03/2024;199;Mobile;5116;2
12127145;119150666;F-0324-0029623;03/03/2024;240;Fixe;3792;5
13178512;139227382;F-0324-1489614;03/03/2024;249;Mobile;5720;3
13545339;144973557;F-0324-0078104;03/03/2024;14899;Fixe;7826;4
13604709;145919068;F-0324-0073487;03/03/2024;149;Mobile;8482;1
12499065;126268686;F-0324-0741441;04/03/2024;349;Fixe;4338;2
11869714;115418809;F-0324-0716840;02/03/2024;349;Fixe;3433;2
10994653;101099927;F-0324-0768234;04/03/2024;49;Mobile;2555;5
11993269;117393537;F-0324-0673377;02/03/2024;240;Fixe;3619;3
12262698;121343002;F-0324-0757263;04/03/2024;249;Fixe;3979;4
13216662;140037297;F-0324-0692572;02/03/2024;49;Mobile;5809;1
12059139;118351218;F-0324-0675415;02/03/2024;249;Fixe;3702;2
12059139;118351218;F-0224-0514597;02/02/2024;249;Fixe;3702;2
13517166;144459537;F-0224-0703750;02/02/2024;249;Mobile;7485;5
13517166;144459537;F-0324-0630593;02/03/2024;249;Mobile;7485;3
13688410;147693619;F-0224-1000721;03/02/2024;7229;Mobile;10484;4
13688410;147693619;F-0324-1223701;03/03/2024;249;Mobile;10484;1
13702320;148079105;F-0324-1311901;04/03/2024;199;Mobile;10879;2
13659475;147069771;F-0324-1290546;02/03/2024;249;Fixe;9573;2
11031924;124728514;F-0324-1292889;02/03/2024;149;Mobile;2582;5
13668218;147147332;F-0324-1278170;02/03/2024;49;Mobile;9846;3
13549300;145070774;F-0324-1331087;04/03/2024;49;Mobile;7872;4
12897541;141231864;F-0324-1268917;01/03/2024;49;Mobile;5035;1
13677188;147432393;F-0324-1227594;03/03/2024;249;Mobile;10111;2
13685330;147607827;F-0324-1204593;03/03/2024;49;Mobile;10388;2
13341891;141942141;F-0324-1250821;01/03/2024;59;Mobile;6219;5
13688389;147693555;F-0324-1210906;03/03/2024;249;Mobile;10482;3
13664540;147139735;F-0324-1300560;02/03/2024;199;Mobile;9735;4
13650904;146964391;F-0324-1039324;01/03/2024;49;Mobile;9308;1
12549201;128461167;F-1222-0390703;03/12/2022;49;Mobile;4400;2
12549201;128461167;F-1122-0959063;03/11/2022;49;Mobile;4400;2
12549201;140662347;F-0324-1233653;03/03/2024;49;Mobile;4400;5
12399153;148246124;F-0324-1267417;01/03/2024;48;Mobile;4193;3
12849628;133618247;F-0324-1306338;02/03/2024;49;Mobile;4928;4
13619728;146427586;F-0324-1321247;04/03/2024;49;Mobile;8659;1
13148906;145333935;F-0324-1282615;02/03/2024;49;Mobile;5638;2
13505240;144307095;F-0324-1270845;01/03/2024;49;Mobile;7359;2
13651026;146964603;F-0324-1272752;01/03/2024;199;Mobile;9314;5
13690589;147765250;F-0324-1311327;04/03/2024;249;Mobile;10562;3
5704621;147144059;F-0224-1187947;04/02/2024;49;Mobile;551;4
5704621;147144059;F-0324-1060625;04/03/2024;49;Mobile;551;1
13635270;146784902;F-0224-1091238;01/02/2024;149;Mobile;8871;2
13635270;146784902;F-0324-1023648;01/03/2024;149;Mobile;8871;2
12962364;135177328;F-0324-1242188;01/03/2024;48;Mobile;5187;5
12209085;149434929;F-0324-1273407;01/03/2024;69;Mobile;3916;3
13637500;146789191;F-0224-1060039;01/02/2024;49;Mobile;8932;4
13637500;146789191;F-0324-1036449;01/03/2024;49;Mobile;8932;1
12109029;146877837;F-0324-1060498;04/03/2024;49;Mobile;3768;2
12898774;134471641;F-0324-0353945;01/03/2024;199;Fixe;5037;2
13646998;146926256;F-0324-1040971;01/03/2024;49;Mobile;9194;5
13517838;144460994;F-0324-0990467;02/03/2024;59;Mobile;7495;3
13638920;146791724;F-0324-1020353;01/03/2024;99;Mobile;8985;4
13641843;146876277;F-0224-1079484;01/02/2024;199;Mobile;9059;1
13641843;146876277;F-0324-1039966;01/03/2024;199;Mobile;9059;2
12674306;136039836;F-0324-1553086;04/03/2024;21466;Fixe;4590;2
13421264;143033888;F-0324-0305791;01/03/2024;49;Mobile;6664;5
12826436;142951657;F-0324-1008597;01/03/2024;49;Mobile;4877;3
12826436;142951657;F-0224-1055608;01/02/2024;119;Mobile;4877;4
13646236;146884615;F-0224-1075883;01/02/2024;49;Mobile;9181;1
13646236;146884615;F-0324-1040775;01/03/2024;49;Mobile;9181;2
11140666;146595169;F-0324-1544278;02/03/2024;24799;Fixe;2695;2
13301157;141222257;F-0324-1515325;02/03/2024;49;Mobile;6065;5
13073591;136958005;F-0224-0308941;01/02/2024;49;Mobile;5440;3
13073591;136958005;F-0324-0281112;01/03/2024;49;Mobile;5440;4
13079409;137049005;F-0324-0233933;01/03/2024;14899;Fixe;5453;1
12953621;135140953;F-0324-0222345;01/03/2024;99;Mobile;5170;2
12146220;119513800;F-0324-0338863;01/03/2024;240;Mobile;3827;2
13561242;145362884;F-0224-1093286;01/02/2024;49;Mobile;7998;5
13561242;145362884;F-0324-0238413;01/03/2024;49;Mobile;7998;3
12272764;139705393;F-0224-0227293;01/02/2024;49;Mobile;3987;4
12272764;139705393;F-0324-0369253;01/03/2024;49;Mobile;3987;1
13560180;145333547;F-0324-0307403;01/03/2024;49;Mobile;7986;2
13561153;145362737;F-0324-0238306;01/03/2024;49;Mobile;7997;2
12826464;133228128;F-0324-0406135;01/03/2024;49;Mobile;4878;5
13395079;148265671;F-0324-0912482;03/03/2024;49;Mobile;6503;3
13459582;148249948;F-0324-0918109;03/03/2024;99;Mobile;6941;4
13488848;144077189;F-0224-0367670;01/02/2024;49;Mobile;7145;1
13488848;144077189;F-0324-0230819;01/03/2024;49;Mobile;7145;2
13680739;147519047;F-0324-0930412;03/03/2024;49;Mobile;10229;2
5282695;144052239;F-0224-0986468;04/02/2024;99;Mobile;442;5
5282695;144052239;F-0324-0820641;04/03/2024;99;Mobile;442;3
12197327;121891064;F-0324-0814829;04/03/2024;249;Fixe;3904;4
4000399;135336310;F-0324-0812836;04/03/2024;199;Mobile;187;1
13677658;147433250;F-0324-0928590;03/03/2024;99;Mobile;10125;2
12927411;147136643;F-0224-1028002;03/02/2024;199;Mobile;5112;2
12927411;147136643;F-0324-0907150;03/03/2024;199;Mobile;5112;5
13676505;147346286;F-0324-0918382;03/03/2024;49;Mobile;10098;3
11479833;108387913;F-0224-0396202;01/02/2024;49;Mobile;3002;4
11479833;108387913;F-0324-0326245;01/03/2024;49;Mobile;3002;1
8574875;132090556;F-0324-0888461;04/03/2024;199;Mobile;1113;2
12384807;141818179;F-0324-0857297;04/03/2024;14899;Fixe;4165;2
13388344;142651851;F-0324-0944275;03/03/2024;49;Mobile;6475;5
13668383;147147611;F-0324-0968102;02/03/2024;49;Mobile;9853;3
12773582;132219975;F-0324-0823400;04/03/2024;249;Fixe;4760;4
3875935;146223886;F-0324-0822084;04/03/2024;49;Mobile;131;1
13593257;145810492;F-0324-0968058;02/03/2024;14899;Fixe;8357;2
13688991;147694644;F-0224-1011323;03/02/2024;49;Mobile;10506;2
13688991;147694644;F-0324-0917065;03/03/2024;49;Mobile;10506;5
11992332;117391729;F-0324-0967646;02/03/2024;89;Mobile;3617;3
11992332;129927377;F-0523-1196944;02/05/2023;49;Mobile;3617;4
11992332;129927377;F-0623-0471829;02/06/2023;49;Mobile;3617;1
13687806;147692443;F-0324-0928926;03/03/2024;49;Mobile;10455;2
13661883;147134688;F-0324-0967192;02/03/2024;49;Mobile;9664;2
13667030;147144470;F-0224-1145366;02/02/2024;49;Mobile;9809;5
13667030;147144470;F-0324-0976802;02/03/2024;49;Mobile;9809;3
13669714;147149994;F-0324-0952519;02/03/2024;99;Mobile;9891;4
13669491;147149601;F-0324-0958817;02/03/2024;49;Mobile;9886;1
13664225;147139156;F-0324-0959412;02/03/2024;49;Mobile;9726;2
4805800;139119644;F-0324-1501666;04/03/2024;249;Mobile;338;2
9799806;146791113;F-0224-1207736;04/02/2024;49;Mobile;1550;5
9799806;146791113;F-0324-1408678;04/03/2024;49;Mobile;1550;3
7979935;145347135;F-0324-0899382;04/03/2024;149;Mobile;1030;4
11490257;108449990;F-0324-1493905;01/03/2024;5793;Fixe;3016;1
4993744;100202716;F-0324-1500031;04/03/2024;4966;Fixe;372;2
13674796;147343120;F-0324-1486703;03/03/2024;3431;Mobile;10044;2
13485471;143983204;F-0324-1353704;04/03/2024;99;Mobile;7106;5
13627401;146592365;F-0324-1373891;04/03/2024;24898;Fixe;8735;3
13694893;147853568;F-0324-1357809;04/03/2024;49;Mobile;10682;4
13589258;145763137;F-0324-0690304;02/03/2024;49;Mobile;8316;1
12089412;129771940;F-0324-1374507;04/03/2024;244;Mobile;3744;2
12143528;119446937;F-0324-0751471;04/03/2024;249;Fixe;3819;2
12730584;131374099;F-0324-0673717;02/03/2024;249;Mobile;4675;5
13599522;145894438;F-0324-0621529;02/03/2024;199;Mobile;8426;3
10805265;142075199;F-0324-0657192;02/03/2024;49;Mobile;2408;4
13232835;140233337;F-0324-0625828;02/03/2024;199;Mobile;5856;1
10770871;124733089;F-0324-0747324;04/03/2024;99;Mobile;2383;2
11219144;104841387;F-0324-0744205;04/03/2024;240;Fixe;2772;2
12374127;123263044;F-0324-0753742;04/03/2024;249;Fixe;4148;5
9611509;145606509;F-0324-0795444;04/03/2024;49;Mobile;1386;3
5623542;145519470;F-0324-0795689;04/03/2024;199;Mobile;533;4
13152482;138778632;F-0324-0690605;02/03/2024;49;Mobile;5646;1
12139885;119327363;F-0324-0759765;04/03/2024;199;Mobile;3811;2
11916513;116362101;F-0224-0741743;04/02/2024;99;Mobile;3504;2
11916513;116362101;F-0324-0770556;04/03/2024;99;Mobile;3504;5
11319344;145604185;F-0324-0692653;02/03/2024;49;Mobile;2853;3
13296959;141153930;F-0324-0684102;02/03/2024;249;Fixe;6050;4
12164797;120650471;F-0324-0640440;02/03/2024;249;Fixe;3862;1
13590393;145765147;F-0324-0652894;02/03/2024;49;Mobile;8326;2
13166110;138952819;F-0324-0661638;02/03/2024;49;Mobile;5682;2
13090056;137529869;F-0324-0653382;02/03/2024;249;Fixe;5480;5
12906218;134486158;F-0324-0625462;02/03/2024;249;Fixe;5057;3
12905172;134483845;F-0324-0659746;02/03/2024;249;Fixe;5055;4
11942748;116740113;F-0324-0705012;02/03/2024;199;Mobile;3547;1
13370792;142364061;F-0324-0660272;02/03/2024;49;Mobile;6399;2
13359057;142212857;F-0324-0685553;02/03/2024;49;Mobile;6329;2
13149717;138713811;F-0324-0655824;02/03/2024;14901;Fixe;5640;5
13655715;147022686;F-0324-0968169;02/03/2024;49;Mobile;9457;3
12410143;123643519;F-0324-0646751;02/03/2024;240;Mobile;4216;4
13676386;147345930;F-0224-0995900;03/02/2024;99;Mobile;10093;1
13676386;147345930;F-0324-0902526;03/03/2024;99;Mobile;10093;2
13529591;148244000;F-0324-0939785;03/03/2024;99;Mobile;7630;2
13668529;147147892;F-0324-0982002;02/03/2024;99;Mobile;9860;5
3906532;146759634;F-0324-0883339;04/03/2024;149;Mobile;139;3
13677986;147433879;F-0324-0903039;03/03/2024;49;Mobile;10138;4
10730481;140753844;F-0324-0851552;04/03/2024;49;Mobile;2353;1
13654870;147011708;F-0224-1148309;02/02/2024;49;Mobile;9433;2
13654870;147011708;F-0324-0976355;02/03/2024;49;Mobile;9433;2
13655713;147022680;F-0324-0986646;02/03/2024;98;Mobile;9456;5
13665121;147140859;F-0324-0961198;02/03/2024;49;Mobile;9752;3
13460575;143533860;F-0324-0933476;03/03/2024;49;Mobile;6949;4
4079095;114128982;F-0324-0895060;04/03/2024;349;Fixe;209;1
13594908;145885604;F-0324-0982508;02/03/2024;14899;Fixe;8372;2
13658060;147067244;F-0324-0956900;02/03/2024;99;Mobile;9540;2
11904783;116279404;F-0324-1376426;04/03/2024;99;Mobile;3484;5
13702494;148079486;F-0324-1455329;04/03/2024;14899;Fixe;10883;3
12056468;118307793;F-0324-1498955;02/03/2024;5793;Mobile;3700;4
13267817;140650881;F-0324-1502899;04/03/2024;199;Mobile;5943;1
13393747;142716733;F-0324-1487780;03/03/2024;199;Mobile;6495;2
6539525;146789400;F-0324-1501808;04/03/2024;24041;Mobile;756;2
13627200;146591971;F-0324-1362904;04/03/2024;149;Mobile;8733;5
13698406;148020584;F-0324-1462341;04/03/2024;14899;Fixe;10775;3
13117255;138168881;F-0324-1374251;04/03/2024;199;Mobile;5559;4
3568751;142455404;F-0324-1411983;04/03/2024;99;Mobile;35;1
9843379;145927191;F-0324-1438179;04/03/2024;49;Mobile;1595;2
13694516;147852834;F-0324-1504552;04/03/2024;23183;Mobile;10673;2
13639467;146792782;F-0324-1493384;01/03/2024;12021;Mobile;9000;5
13115792;138165997;F-0324-1384040;04/03/2024;49;Mobile;5552;3
13652243;146967215;F-0324-1291645;02/03/2024;24898;Fixe;9344;4
11780128;136299424;F-0324-1414250;04/03/2024;69;Mobile;3341;1
8363165;144970670;F-0324-1418197;04/03/2024;249;Mobile;1080;2
13507209;144310689;F-0324-0661147;02/03/2024;49;Mobile;7377;2
10861539;99718711;F-0324-1489999;03/03/2024;13241;Fixe;2448;5
12621597;129385800;F-0324-1379320;04/03/2024;249;Fixe;4506;3
13486847;144073937;F-0324-1260130;01/03/2024;49;Mobile;7123;4
11377240;107575640;F-0324-0668188;02/03/2024;99;Mobile;2903;1
11377240;107575640;F-0224-0511572;02/02/2024;99;Mobile;2903;2
12203550;120418253;F-0324-0780670;04/03/2024;249;Fixe;3911;2
11988322;117344187;F-0324-0672724;02/03/2024;240;Fixe;3610;5
12718677;131167165;F-0224-0645204;02/02/2024;199;Mobile;4656;3
12718677;131167165;F-0324-0642850;02/03/2024;199;Mobile;4656;4
13409464;142953173;F-0324-1245050;01/03/2024;49;Mobile;6573;1
11503029;108686897;F-0324-0704571;02/03/2024;199;Mobile;3032;2
11255357;105477794;F-0324-0665858;02/03/2024;240;Mobile;2801;2
12783911;132484756;F-0324-0613902;02/03/2024;249;Fixe;4792;5
6034629;128698511;F-0723-0724298;04/07/2023;199;Mobile;663;3
6034629;128698511;F-0823-0808194;04/08/2023;199;Mobile;663;4
6034629;139304099;F-0324-0802727;04/03/2024;14899;Fixe;663;1
13509239;144314342;F-0324-0661151;02/03/2024;249;Mobile;7403;2
13666508;147143470;F-0324-1281573;02/03/2024;249;Mobile;9792;2
13678095;147434080;F-0224-1006415;03/02/2024;11245;Mobile;10143;5
13678095;147434080;F-0324-1227493;03/03/2024;249;Mobile;10143;3
13678095;147434081;F-0324-1226702;03/03/2024;249;Mobile;10143;4
13660016;147434921;F-0324-1307365;02/03/2024;249;Mobile;9587;1
13660016;147434922;F-0324-1294774;02/03/2024;249;Mobile;9587;2
13660016;147070710;F-0224-1128538;02/02/2024;17671;Mobile;9587;2
13660016;147070710;F-0324-1282954;02/03/2024;249;Mobile;9587;5
12880132;134474945;F-0324-1328875;04/03/2024;249;Fixe;4992;3
13695462;147934877;F-0224-1171941;04/02/2024;49;Mobile;10698;4
13695462;147934877;F-0324-1325745;04/03/2024;49;Mobile;10698;1
13556698;145205809;F-0324-1336065;04/03/2024;49;Mobile;7947;2
13556698;145205809;F-0224-0833882;04/02/2024;49;Mobile;7947;2
13643683;146879879;F-0324-1249243;01/03/2024;249;Mobile;9110;5
12767704;132093175;F-0324-1263010;01/03/2024;49;Mobile;4746;3
11865332;115329165;F-0324-1292898;02/03/2024;49;Mobile;3429;4
11419489;128312732;F-0324-1255286;01/03/2024;149;Mobile;2949;1
13030378;136040179;F-0324-1305124;02/03/2024;49;Mobile;5341;2
13195724;139534404;F-0324-1332768;04/03/2024;49;Mobile;5755;2
11993145;146758460;F-0324-1306807;02/03/2024;149;Mobile;3618;5
13704629;148156983;F-0324-1344594;04/03/2024;49;Mobile;10929;3
13704629;148156983;F-0224-1434209;04/02/2024;49;Mobile;10929;4
13513775;144393086;F-0224-0704429;02/02/2024;49;Mobile;7456;1
13513775;144393086;F-0324-0534274;02/03/2024;49;Mobile;7456;2
13389281;142653525;F-0324-1217268;03/03/2024;49;Mobile;6481;2
12889724;134342928;F-0324-1247706;01/03/2024;49;Mobile;5019;5
13503810;144304714;F-0324-1272638;01/03/2024;24898;Fixe;7338;3
13558374;145269603;F-0324-1322148;04/03/2024;49;Mobile;7966;4
13639028;146791975;F-0224-1054478;01/02/2024;24097;Mobile;8987;1
13639028;146791975;F-0324-1257940;01/03/2024;249;Mobile;8987;2
13697312;147986132;F-0224-1161954;04/02/2024;49;Mobile;10752;2
13697312;147986132;F-0324-1311360;04/03/2024;49;Mobile;10752;5
10759447;106748516;F-0324-0931473;03/03/2024;99;Mobile;2371;3
10759447;130084346;F-0324-1227350;03/03/2024;49;Mobile;2371;4
11227463;144046694;F-0324-1244678;01/03/2024;49;Mobile;2779;1
10675206;99295252;F-0324-1247374;01/03/2024;49;Mobile;2303;2
10675206;97388306;F-0921-0390429;01/09/2021;99;Mobile;2303;2
10675206;97388306;F-1021-0353970;01/10/2021;99;Mobile;2303;5
12758640;132214094;F-1023-1400853;04/10/2023;83165;Fixe;4722;3
12758640;131905333;F-0324-1343095;04/03/2024;49;Mobile;4722;4
13430572;143195631;F-0324-0462972;01/03/2024;14899;Fixe;6738;1
13355491;142146618;F-0324-0505142;02/03/2024;14899;Fixe;6306;2
13525447;144599178;F-0324-0562627;02/03/2024;14899;Fixe;7588;2
13495033;144148285;F-0324-0452364;01/03/2024;14899;Fixe;7223;5
13596461;145888616;F-0324-0503331;02/03/2024;49;Mobile;8393;3
13638865;146791626;F-0224-1053152;01/02/2024;49;Mobile;8981;4
13638865;146791626;F-0324-1019092;01/03/2024;49;Mobile;8981;1
12794228;132664733;F-0324-0584069;02/03/2024;249;Fixe;4811;2
13167631;138955728;F-0324-0542443;02/03/2024;249;Fixe;5690;2
13587397;145699643;F-0324-0496974;02/03/2024;99;Mobile;8301;5
13164334;138879508;F-0324-0605729;02/03/2024;14899;Fixe;5677;3
13648867;146929591;F-0324-1028943;01/03/2024;49;Mobile;9253;4
12626370;144909344;F-0324-1059087;04/03/2024;14899;Fixe;4511;1
11491573;147137239;F-0324-1024777;01/03/2024;99;Mobile;3018;2
12901471;148246131;F-0324-1009930;01/03/2024;99;Mobile;5047;2
12901471;148246131;F-0224-1388727;01/02/2024;229;Mobile;5047;5
13637911;146789897;F-0324-1032355;01/03/2024;49;Mobile;8949;3
13475757;147256487;F-0324-1050528;04/03/2024;99;Mobile;7044;4
13643444;146879203;F-0224-1044672;01/02/2024;199;Mobile;9098;1
13643444;146879203;F-0324-1032462;01/03/2024;199;Mobile;9098;2
9486176;147765200;F-0324-1067141;04/03/2024;99;Mobile;1298;2
12374549;147601954;F-0324-1065325;04/03/2024;99;Mobile;4149;5
13428656;148244827;F-0324-1013514;01/03/2024;99;Mobile;6723;3
13638477;146790924;F-0224-1075664;01/02/2024;49;Mobile;8967;4
13638477;146790924;F-0324-1020950;01/03/2024;49;Mobile;8967;1
13648076;146928220;F-0324-1020446;01/03/2024;49;Mobile;9229;2
12970118;144844484;F-0324-1545790;02/03/2024;24799;Fixe;5205;2
12706696;130904389;F-0324-1519303;01/03/2024;21465;Fixe;4631;5
12917566;134510374;F-0224-1491042;02/02/2024;18675;Fixe;5085;3
12917566;134510374;F-0324-1544652;02/03/2024;18675;Fixe;5085;4
12917566;134510374;F-1223-1400551;02/12/2023;18675;Fixe;5085;1
12917566;134510374;F-0124-1329176;02/01/2024;18675;Fixe;5085;2
